accession,SMILES
BGC0002141,COc1c2c(c(O)c3c4c(c(C)cc13)C1OC3(C(OC)OC)OC1C(OC1CC(O)C(O)(C(C)=O)C(C)O1)(O4)C31CO1)C(=O)C(O)CC2OC1CC(C)(O)C(OC(C)=O)C(C)O1
BGC0001979,COc1c2c(c(O)c3c4c(c(C)cc13)C1OC3(C(OC)OC5CC(C)(O)C(OC6CC(C)(O)C(O)C(C)O6)C(C)O5)OC1C(OC)(O4)C31CO1)C(=O)C(O)CC2OC1CC(C)(O)C(OC(C)=O)C(C)O1
BGC0001337,COc1c2n(c3cc(Cl)c(O)cc13)C1(O)C(=O)N(C)C(=O)C1(O)c1c-2[nH]c2ccc(Cl)cc12
BGC0001334,COc1c2n(c3ccccc13)C1(O)C(=O)N(C)C(=O)C1(O)c1c-2[nH]c2ccc(Cl)cc12
BGC0001333,COc1c2n(c3ccccc13)C1(O)C(=O)N(C)C(=O)C1(O)c1c-2n(C)c2ccc(Cl)cc12
BGC0000257,COc1cc(-c2[nH]ccc2Cl)oc1C1=C2N=C3C=C2C(C(C)C)C1CCCCCCCC3
BGC0001400,COc1cc(=O)oc(C=CC=CC=CC(C)=CC2(C)OC(C)C(C)(O)C2O)c1C
BGC0002238,COc1cc(C(=O)C(C)O)ccc1O
BGC0000925,COc1cc(C(=O)O)nc2c(O)cccc12
BGC0000960,COc1cc(C(=O)OC(C(=O)NC(C(=O)NC(=CO)C(C)=O)=C2C(OC(C)=O)C(O)C3CN23)C2(C)CO2)c2cccc(C)c2c1
BGC0000840,COc1cc(C(Br)=CC=CC=CC=CC=CC=CC=CC=CC(=O)OCC(C)C)ccc1Br
BGC0002275,COc1cc(C(Cc2ccccc2)NC(C)=O)oc(=O)c1
BGC0001590,COc1cc(C)c(-c2cc(OC)c(Cl)c3c2C(=O)C2(O)C(=O)c4c(O)cc(O)cc4C(C)(C)C2C3)c(OC)c1
BGC0002315,COc1cc(C)c(-c2cc(OC)cc3cc4c(c(O)c23)C(=O)c2c(O)cc(C)cc2C4(C)C)c(O)c1
BGC0000146,COc1cc(C2C(C)C=CC3CCCCC32)oc(=O)c1C=O
BGC0002366,COc1cc(C2C3(O)C(O)C4CC2(O)C(O)(C(=O)O4)C3C(=O)c2ccccc2)oc(=O)c1
BGC0000966,COc1cc(C=NO)nc(-c2ccccn2)c1
BGC0002278,COc1cc(CC2CN(C(C)=O)C(Cc3ccccc3)CN2)cc(OC)c1O
BGC0002264,COc1cc(CC2CNC(Cc3cc(OC)c4c(c3)OCO4)CN2C(=O)C=Cc2ccccc2)cc(OC)c1O
BGC0002209,COc1cc(CCO)c(C=O)c(O)c1CO
BGC0001304,COc1cc(CO)c2c(OC)c(-c3c(OC)cc(C)c4c(OC)cc(=O)oc34)c(=O)oc2c1
BGC0001544,COc1cc(O)c2c(=O)c(OC)c(-c3cccc(Cl)c3O)oc2c1OC
BGC0002237,COc1cc(O)c2c(=O)oc(CC(O)C(Cl)Cl)cc2c1
BGC0000168,COc1cc(O)c2c(O)c3c(c4c2c1C1(C4)C(C)=CCCC1(C)C)C(O)C1(O)CC(O)=C(C(N)=O)C(=O)C1(O)C3=O
BGC0000156,COc1cc(O)c2c(O)c3c(cc2c1)CC1(O)CC(=O)C(C(C)=O)=C(O)C1(O)C3=O
BGC0000199,COc1cc(O)c2c(c1)C(=O)c1cc3c(c(O)c1C2=O)C(OC1CC(O)C(O)C(C)O1)C(OC)C(C)(O)C3=O
BGC0000273,COc1cc(O)c2c(c1)C(=O)c1cc3c(c(O)c1C2=O)C(OC1OC(C)C(O)C(O)C1OC)C(OC)C(C)(O)C3
BGC0000077,COc1cc(O)c2c(c1)C(O)C(O)CC1OC1C(=O)C=CCC(C)OC2=O
BGC0000216,COc1cc(O)c2c(c1Cl)C(C)(OC1CC(C)(NO)C(OC)C(C)O1)C1CC3(O)C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O
BGC0001245,COc1cc(O)cc2c1C(=O)OC(C)CCCCCCC2
BGC0002581,COc1cc(O)ccc1CC(NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(N)Cc1ccc(O)cc1)C(O)C(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)O
BGC0002360,COc1cc(O)ccc1CC1NC(=O)C(NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(Cc2ccc(O)cc2)NC(N)=O)C(O)C(=O)O)COC(=O)CNC(=O)C(CC(C)C)NC1=O
BGC0002236,COc1cc(OC)c2c(=O)oc(CC(C)O)cc2c1
BGC0002257,COc1cc(OC)c2c(O)c(C(C)=O)c(C)c(-c3c(C)c(C(C)=O)c(O)c4c(OC)cc(OC)cc34)c2c1
BGC0001722,COc1cc2c(c(O)c1OCC=C(C)CCC=C(C)CCC=C(C)C)CNC2=O
BGC0000009,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2
BGC0000010,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1C=COC1O2
BGC0000011,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2
BGC0000350,COc1cc2c(cc1O)CCNC21CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)N3C)OCO4
BGC0000211,COc1cc2c(oc(=O)c3cc(C)cc(OC)c32)c2c(C3OC(C)C(O)C(C)(O)C3O)ccc(O)c12
BGC0000466,COc1cc2cc(C(=O)N3CC4CC45C3=CC(=O)c3[nH]c(C(=O)N4CCc6c4c(O)c(OC)c4[nH]c(SC(C)=O)cc64)cc35)[nH]c2cc1O
BGC0002507,COc1cc2cc(C)c(C(C)=O)c(O)c2c(O)c1-c1c(OC)cc2cc(C)c(C(C)=O)c(O)c2c1O
BGC0001511,COc1cc2cc(c1Cl)N(C)C(=O)CC(OC(=O)C(C)C)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)C=CC=C(C)C2
BGC0000020,COc1cc2cc(c1Cl)N(C)C(=O)CC(OC(=O)C(C)N(C)C(C)=O)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)C=CC=C(C)C2
BGC0002253,COc1cc2cc3c(c(O)c2c2c1C1C4(O2)C(=[N+]([O-])c2c4ccc4c2C=CC(C)(C)O4)C(C)(C)C2CC45CCCN4C(=O)C21NC5=O)C(=O)OC(C)C3
BGC0002556,COc1cc2oc3c(O)c4ccc5cc6c(c(O)c5c4c(O)c3c(=O)c2cc1OC)C(=O)N1CCOC1(C)C6
BGC0001372,COc1ccc(C2(O)c3c(ccc(C=CC4(C)CCC(C)(C)CO4)c3O)NC(=O)C2OC)cc1
BGC0001609,COc1ccc(C2SSC34CC56OC5C=CC(O)C6ON3C(=O)C2NC4=O)c(O)c1OC
BGC0002501,COc1ccc(C2SSSC34CC5(O)C(Cl)C=CC(O)C5ON3C(=O)C2N(C)C4=O)c(O)c1OC
BGC0000878,COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1
BGC0002754,COc1ccc(CC(OC(=O)C(Cc2ccc(OC)cc2)N(C)C)C(=O)N(C)C(C(=O)N(C)C(C(N)=O)C(C)C)C(C)C)cc1
BGC0000975,COc1ccc(CC2NC(=O)C=CCC(C(C)C3OC3c3ccccc3)OC(=O)C(CC(C)C)OC(=O)C(C)CNC2=O)cc1Cl
BGC0001510,COc1ccc(CC2NCC(O)C2OC(C)=O)cc1
BGC0001137,COc1ccc(CCNC(=O)c2cc3c([nH]c4ccccc43)c(C(C)=O)n2)cc1
BGC0001869,COc1ccc(CO)c2nc3cccc(C(=O)O)c3nc12
BGC0000036,COc1ccc(Cl)c(C)c1C(=O)OC1CC(OC2C(O)CC(OC3CCCC4C3C=CC3CCCCC=CC5C=C(C(=O)O)C(C)CC56OC(=O)C(=C6O)OC(=O)C34)OC2C)OC(C)C1O
BGC0000141,COc1ccc2c(=O)c(NC(=O)c3cc(OC4CC(C)([N+](=O)[O-])C(OC)C(C)O4)c(O)c(C(=O)OC4C(C)C=C(C)C(=O)c5c(O)c(C)cc6c5C(=O)C5=C(NCC(C)(O5)C(=O)C4O)C6=O)n3)c(O)oc2c1
BGC0001008,COc1ccc2c(Cl)c1OC1C#CC=C(C#CC3=CCC(O)C31O)C1CN1C(=O)CC2O
BGC0000810,COc1ccc2c(c1)OC(O)C(=O)N2O
BGC0001325,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C
BGC0002383,COc1ccc2c(c1OC)C(=O)c1ccc(C=C(C)CC(=O)O)c(O)c1C2=O
BGC0001596,COc1cccc2c1-c1c(O)cc3c(c1C2=O)C(O)C(O)C(C)C3=O
BGC0000218,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1
BGC0000217,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1
BGC0000232,COc1cccc2c1C(=O)c1c(O)cc3c(c1C2=O)C(=O)CC(C)C3
BGC0002478,COc1cccc2c1C(=O)c1ccc3c(c1C2=O)C(=O)CC(C)C3O
BGC0000235,COc1cccc2c1C(O)C1(O)C=Cc3cc(C)cc4c3C1C2O4
BGC0002477,COc1cccc2c1C(O)c1c(Sc3cc4c(c5c3C(O)c3c(OC)cccc3C5O)C(=O)CC(C)(O)C4)cc3c(c1C2O)C(=O)CC(C)(O)C3
BGC0001177,COc1cccc2c1C(OC)C13OC1(C2=O)C(O)C(C)C(O)(C(=O)C1OC1C)C3O
BGC0000414,COc1cccc2c1C1COC3C4CC(C(=O)O)C(C(C2)N13)N4C
BGC0000409,COc1cccc2c1NC(O)C1CC(C=CC(=O)N(C)C)=CN1C2=O
BGC0002561,COc1cccc2nc3c(OC)ccc(CC=C(C)C)c3nc12
BGC0002354,COc1nc(NC2OC(CO)C(O)C(O)C2NC(C)=O)nc2[nH]cc(C#N)c12
BGC0000110,COc1oc(C2CC(=CC(C)=CC(C)=CC(C)=Cc3ccc([N+](=O)[O-])cc3)CO2)c(C)c(=O)c1C
BGC0000024,COc1oc(C2CCC(=CC(C)=Cc3ccc([N+](=O)[O-])cc3)O2)c(C)c(=O)c1C
BGC0000278,CSC1=CC2=C(C(=O)c3ccc(C4CC(OC5CCC(OC6CC(O)C(O)C(C)O6)C(C)O5)C(O)C(C)O4)c(O)c3C2=O)C2(OC3CCC(O)C(C)O3)C(=O)CC(C)(O)CC12O
BGC0000415,CSC1SCC2C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c3cnc4ccccc4n3)C(=O)NC(C)C(=O)N(C)C1C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c1cnc3ccccc3n1)C(=O)NC(C)C(=O)N2C
BGC0000445,CSCC1C(=O)SCC(NC(=O)c2nc3ccccc3cc2O)C(=O)NCC(=O)N(C)C2CSSCC(C(=O)N1C)N(C)C(=O)CNC(=O)C(NC(=O)c1nc3ccccc3cc1O)CSC(=O)C(CSC)N(C)C2=O
BGC0001209,CSCCC(NC(=O)C(NC(=O)C(CCCCN)NC(=O)C1Cc2c[nH]c3c(cccc23)C(CCCN)C(NC(=O)C(C)N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)N1)C(C)C)C(=O)O
BGC0002133,CSCCC(NC(=O)C1CSSCC(NC(=O)C(CO)NC(=O)CNC(=O)Sc2nc(C(=O)OC(C)C)[nH]c2O)C(=O)NC(Cc2ccc(O)cc2)C(=O)N2CCCC2c2nc(O)c([nH]2)C(=S)NC(CO)C(=O)N1)C(=O)O
BGC0000950,CSCCC(NC(=O)NC(Cc1cccc(O)c1)C(=O)O)C(=O)NC(C(=O)NC=C1CC(O)C(n2ccc(=O)[nH]c2=O)O1)C(C)N(C)C(=O)C1Cc2cc(O)ccc2CN1
BGC0001802,CSCCC(NC(=S)C(NC(=O)C(C)=O)C(C)C)C(=S)NC(C)C(=O)NC(C)C(=S)NC(C)C(=S)NC(C)C(=O)NC1C(=O)NC(C(C)C)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)NC(C(O)c2c[n+](C)cn2C)C(=O)NC=CSC1C
BGC0000585,CSCCC(NC=O)C(=O)NC(CCCN=C(N)N)C(=O)NC(C(=O)NCC(=O)NC(CC(N)=O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)N[P+]([O-])(OCCC[NH3+])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)C(C)O
BGC0000591,CSCCC1NC(=O)C(NC(=O)C(C)NC(=O)C(N)Cc2ccccc2)C(C)OC(=O)CC2NC(=O)C(COC(=O)CC(C(=O)NC(CCC(=O)O)C(=O)O)NC(=O)C(CO)NC2=O)NC(=O)C2CCCN2C(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCCN=C(N)N)NC1=O
BGC0001167,CSCCC1NC(=O)C2CCCN2C(=O)C(CC(N)=O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(Cc2ccc(OCC=C(C)CCC=C(C)C)cc2)NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)CNC(=O)C(CO)NC1=O
BGC0000964,CSCCC1NC(=O)CC2C=CCCSSCC(NC1=O)C(=O)NC(C(C)C)C(O)CC(=O)O2
BGC0002423,C[As](=O)(O)CCC(N)C(=O)O
BGC0001224,C[N+]1(C)Cc2c(c3c4ccccc4[nH]c3c3[nH]c4ccccc4c23)C1
BGC0000910,Cc1c(=O)c(=O)c2c3c[nH]c4c(C)c(=O)c(=O)c(c5c[nH]c1c52)c43
BGC0001360,Cc1c(Br)c(C)n2c(CSCCO)cnc2c1Br
BGC0000905,Cc1c(C=CC(=O)O)c2cc3[n-]c(cc4nc(cc5nc(cc1[n-]2)C(C)(CC(=O)O)C5=O)C(C)(CC(=O)O)C4=O)c(C)c3CCC(=O)O
BGC0000376,Cc1c(Cl)cc2c(c(C3=NC(C)(C(=O)NC(C)C(=O)NC(CO)C(=O)O)CO3)cn2C)c1O
BGC0002350,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1
BGC0001048,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)CC(=O)NC(C(=O)NC(OC1OC(C)C(N)C(O)C1O)C(O)c1nc(-c2nc(C(=O)NCCCC(N)CC(=O)NCCCNCCCCN)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1
BGC0001058,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(CCO)C(O)C(C)C(=O)NC(C(=O)NCCC1=NC(c2nc(C(=O)NCCC(=N)N)cs2)CS1)C(C)(C)O)C(OC1OC(C)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1
BGC0001723,Cc1c(O)c(=O)c2c(cc(O)c3c(=O)c4c(O)cccc4c(=O)c32)c1=O
BGC0002453,Cc1c(O)c2c3c(c1O)C(=O)C14NC(=O)CC1C=CC(C=C(CC(C)C)C(=O)C(C)C(O)C=CC(C)C2=O)C4C3=O
BGC0001831,Cc1c(O)cc(C(C)C(=O)CCCCCCCCCCCCCC(C)C)oc1=O
BGC0001079,Cc1c(O)cc2c(c1O)C(=O)C1(Cl)CC(Cl)C(C)(C)OC1(CC1C(C)(O)CCC(Cl)C1(C)C)C2=O
BGC0002045,Cc1c(O)cc2c(c1O)C(=O)c1c(cc3cc(O)cc(C)c3c1O)C2=O
BGC0000296,Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O
BGC0001848,Cc1cc(=O)[nH]c2c1C(=O)c1c(CCCCCCC(C)C)cc(=O)[nH]c1C2=O
BGC0002603,Cc1cc(=O)c2c(o1)OC1(C)CCC3C(C)(CCC4C(C)(C)C(O)CCC43C)C1C2
BGC0001965,Cc1cc(=O)n2c3c(c4c(cc13)c(CO)cc(=O)n4C)OC2
BGC0001976,Cc1cc(O)c(=O)cc2c1CC1CC(O)C3(C)Oc4cc(=O)c(O)cc(C)c4CC3CC(C)(C)C=CCC1(C)O2
BGC0002177,Cc1cc(O)c2c(O)c3c(O)cc(=O)c(-c4c(O)cc(O)c5c(O)c6c(cc45)OC(C)C(C)C6=O)c3cc2o1
BGC0000101,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O
BGC0000239,Cc1cc(O)c2c(c1)CC(O)C1=C2C(=O)c2c(O)ccc(OC3CC(O)C(OC4CC(OC5CCC(OC6CC(O)C(OC7CC(OC8CCC(O)C(C)O8)C(O)C(C)O7)C(C)O6)C(C)O5)C(O)C(C)O4)C(C)O3)c2C1=O
BGC0002369,Cc1cc(O)c2c(c1Cl)C1Oc3cccc(C(=O)O)c3C(O)=C1OC2=O
BGC0000264,Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O
BGC0002140,Cc1cc(O)c2cc3c(c(O)c2c1)C(=O)c1ccc(C2CC4OC5CC(=O)C(C)OC5OC4C(C)O2)c(O)c1C3=O
BGC0002594,Cc1cc(O)cc(O)c1
BGC0002212,Cc1cc(O)cc(O)c1C(=O)O
BGC0000274,Cc1cc(O)cc2c1C(=O)C1=C(C2=O)C(C)(C)c2cc(O)cc(O)c2C1=O
BGC0001366,Cc1cc(O)cc2c1C1OC(C)(Cc3cc4c(c(O)c31)C(=O)c1c(O)cc(O)cc1C4(C)C)O2
BGC0000013,Cc1cc(O)cc2oc(=O)c3c(O)cc(O)cc3c12
BGC0002596,Cc1cc(OC(=O)c2c(C)cc(O)cc2O)cc(O)c1C(=O)O
BGC0001122,Cc1cc2c(c(=O)[nH]1)OC(C(O)CC(C)C)O2
BGC0001197,Cc1cc2c(c(O)c1C(=O)O)-c1cc3c(c(O)c1CC2O)C(=O)c1c(O)cc(O)cc1C3=O
BGC0001118,Cc1cc2c(c(O)c1C(=O)O)C(=O)c1c(O)cc(O)cc1C2=O
BGC0000233,Cc1cc2c(c3oc(C4(C)OC4C4OC4C)cc(=O)c13)C(=O)c1c(O)c(C3CC(C)(N(C)C)C(O)C(C)O3)cc(C3CC(N(C)C)C(O)C(C)O3)c1C2=O
BGC0000927,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1N(C)C
BGC0000303,Cc1ccc2c(c1O)NC(O)C1CC(C=CC(N)=O)=CN1C2=O
BGC0001276,Cc1cccc(O)c1C(=O)O
BGC0000935,Cc1cccc(O)c1C(=O)OC(C)c1cccc2nc3c(C(=O)O)cc4c(c3nc12)C(C)c1cccc2c1N4c1cccc(C(=O)O)c1N2
BGC0002108,Cc1ccccc1C=CC(=O)NC1C(=O)NC(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CCCCN)C(=O)NC(C(O)C(C)C)C(=O)NC(CO)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(C)O)C(=O)NC(C(O)C(C)C)COC1C
BGC0002441,Cc1ccccc1C=CC=CC=CC=CC(=O)NC1=C(O)CCC1=O
BGC0002163,Cc1ccn(-c2ncnc3nc[nH]c23)c1
BGC0001797,Cc1oc2nc1-c1nc(co1)-c1nc(co1)-c1nc(co1)-c1nc(co1)-c1nc(co1)C1=NC(CS1)c1nc-2c(C)o1
BGC0000480,Cc1oc2nc1C(=O)NC(C)c1nc(cs1)C(=O)NC(C)c1nc(cs1)C(=O)NC2C
BGC0001625,Cc1occ2c1C(=O)c1c(cc(O)c(O)c1O)C2=O
BGC0002482,Clc1ccc2[nH]c3c(ccc4c5cc(Cl)ccc5[nH]c43)c2c1
BGC0002164,Cn1c(CCCN=C(N)N)cn2cccc2c1=O
BGC0000936,Cn1c2cccc(=O)c-2nc2ccccc21
BGC0001368,Cn1cc(C2=NC(C)(C(=O)NC(C(=O)NC(C)(CO)C(=O)O)C3CCCN3)CO2)c2c(O)cc(Cl)cc21
BGC0002042,Cn1cc(NC(=O)C2CCC(N)=N2)cc1C(=O)Nc1c[nH]c(C(=O)NCCC(=N)N)c1
BGC0000327,Cn1cc(NC(=O)c2cc(NC(=O)CNC(=N)N)cn2C)cc1C(=O)NCCC(=N)N
BGC0001147,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N
BGC0001972,Cn1ncnc2c(=O)n(C)c(=O)nc1-2
BGC0000798,N#CC(OC1OC(CO)C(O)C(O)C1O)c1ccc(O)cc1
BGC0002643,N#Cc1c(-n2c(Br)c(Br)c3cc(Br)ccc32)[nH]c2c(Br)cc(Br)cc12
BGC0001808,N#Cc1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12
BGC0001956,N=C(N)N(O)CCCC(N)C(=O)NC(C(=O)O)C1OC(n2cnc3cnc(N)nc32)C2OCC(O)C2(O)C1O
BGC0001587,N=C(N)NCC(O)CC(NCCNC(CC(=O)O)C(=O)O)C(=O)O
BGC0000882,N=C(N)NCC(O)CC(O)(C(=O)O)C1OC(n2cc(CO)c(N)nc2=O)C=CC1NC(=O)C(N)CO
BGC0000926,N=C(N)NCCCC(N)C(=O)NC(C=CCP(=O)(O)O)C(=O)O
BGC0001633,N=C(N)NCCCC(NC(=N)N)C(=O)NC(Cc1ccccc1)C(=O)CC(Cc1ccccc1)C(=O)O
BGC0001630,N=C(N)NCCCC(NC(=O)CC(O)C(Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)C(O)Cc1ccccc1)C(=O)NC(C(=O)O)C(O)c1ccccc1
BGC0000454,N=C(N)NCCCC(NC(=O)c1cccc(O)c1O)C(=O)NC(CO)C(=O)O
BGC0000371,NC(=NC(=O)c1cccc(O)c1O)NCCCC(NC(=O)c1cccc(O)c1O)C(=O)NCC(=O)NC1CCCN(O)C1=O
BGC0001369,NC(=O)C=CC=CC1C=CC2C=CC3OC(C=CC=CC=CC(=O)O)C1C23
BGC0002317,NC(=O)CC(NC(=O)C1C=CC2=CCC(N)C(=O)C21)C(=O)O
BGC0001059,NC(=O)NCC(NC(=O)C(O)C(O)C(N)C(O)CC(O)C(N)CO)C(N)=O
BGC0000895,NC(=O)NCCCC(N)C(=O)O
BGC0000360,NC(=O)OCC(O)CC(NC(=O)C1NCCCC1O)C(=O)NC(Cc1cnc(N)[nH]1)C(=O)NC(C(=O)O)C(O)c1ncc(Cl)[nH]1
BGC0000188,NC(=O)OCC1N=C(N)N2CCC(O)(O)C23N=C(N)NC13
BGC0001985,NC(=O)c1[nH]nc(C2OC(CO)C(O)C2O)c1O
BGC0001374,NC(=O)c1cc2c([nH]c3cc(Cl)ccc32)s1
BGC0000885,NC(=O)c1ccc(O)c(N=O)c1
BGC0001488,NC(C=CONC=O)C(=O)O
BGC0000841,NC(CC1CN2C(=O)CC2O1)C(=O)O
BGC0002623,NC(CCCCCCCCl)CC(=O)N1CCCC1C(=O)NC(CCc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NC(Cc1ccc(O)cc1)C(=O)O
BGC0001502,NC(CCCCNC(=O)CNC(=O)c1cccc(O)c1O)C(=O)NC(CCCCNC(=O)c1cccc(O)c1O)C(=O)NC(Cc1ccccc1)C(=O)O
BGC0000395,NC(CCOc1ccc(C(=NO)C(=O)NC2CN(C(C(=O)O)c3ccc(O)cc3)C2=O)cc1)C(=O)O
BGC0000943,NC(CNC(=O)CC(O)(CC(=O)NCCNC(=O)CCC(=O)C(=O)O)C(=O)O)C(=O)O
BGC0001635,NC(Cc1ccc(O)cc1)C(=O)NC1Cc2c[nH]c3cc(ccc23)-c2cc3cc(c2O)Oc2ccc(cc2)CC2NC(=O)C(NC(=O)C3NC(=O)C(c3cc(O)cc(O)c3)NC1=O)c1ccc(c(Cl)c1)Oc1cc(ccc1O)C(C(=O)O)NC2=O
BGC0002479,NC(N)=NCCCC(N)C(=O)NC(C(=O)O)C1OC(n2cnc3cnc(N)nc32)C2OCC(O)C2(O)C1O
BGC0002415,NC(N)=NCCCC(NC(=O)c1cccc(O)c1O)C(=O)NC(CO)C(=O)O
BGC0000359,NC(N)=NCCCC(NC(=O)c1cccc(O)c1O)C(=O)NCC(=O)NCC(=O)NC1CCCN(O)C(=O)C(NC(=O)CNC(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)c2cccc(O)c2O)COC1=O
BGC0000375,NC1=CC(=C2C=C(N)C(=O)NC2=O)C(=O)NC1=O
BGC0000441,NC1C(=O)NC2Cc3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(O)cc(c2)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1C(C(=O)O)NC3=O
BGC0000290,NC1C(=O)NC2Cc3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(O)cc(c2)Oc2cc1ccc2OS(=O)(=O)O)c1cc(Cl)c(O)c(c1)-c1c(O)cc(O)cc1C(C(=O)O)NC3=O
BGC0000689,NC1CC(N)C(O)C(O)C1O
BGC0000896,NC1CONC1=O
BGC0002324,NCC(CCCCNC(=O)c1cccc(O)c1O)NC(=O)c1cccc(O)c1O
BGC0001942,NCC1NC(=O)C(C(=O)CC(NC(=O)C(N)CO)(C(=O)O)C(=O)O)=C1O
BGC0000711,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O
BGC0000712,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O
BGC0000708,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)CC3N)C2O)C(N)C(O)C1OC1OC(CO)C(O)C(O)C1O
BGC0000713,NCC1OC(OC2C(N)CC(N)C(O)C2OC2OC(CO)C(O)C2O)C(N)C(O)C1O
BGC0000721,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O
BGC0000706,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O
BGC0000693,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2N)C(OC2OC(CO)C(O)C2O)C1O
BGC0000694,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2N)C(OC2OC(CO)C(O)C2O)C1O.O.O.O=S(=O)(O)O.O=S(=O)(O)O
BGC0001240,NCCC(O)CC1NC(=O)C(CO)NC(=O)C2CC(O)CN2C(=O)C2(CC2)NC(=O)C(CO)NC(=O)C(CO)NC(=O)CCNC1=O
