Cluster,True SMILES
platinum_C-1027.fasta,C=C1Oc2cc(OC)cc(C(=O)OC3COC(=O)CC(N)c4cc(O)c(c(Cl)c4)OC4C#CC=C3C#CC3=CC=CC34OC3OC(C)(C)C(N(C)C)C(O)C3O)c2NC1=O
platinum_caerulomycin_A.fasta,COc1cc(C=NO)nc(-c2ccccn2)c1
platinum_calcimycin.fasta,CNc1ccc2oc(CC3OC4(CCC3C)OC(C(C)C(=O)c3ccc[nH]3)C(C)CC4C)nc2c1C(=O)O
platinum_calicheamicin.fasta,CCNC1COC(OC2C(OC3C#CC=CC#CC4(O)CC(=O)C(NC(=O)OC)=C3C4=CCSSSC)OC(C)C(NOC3CC(O)C(SC(=O)c4c(C)c(I)c(OC5OC(C)C(O)C(OC)C5O)c(OC)c4OC)C(C)O3)C2O)CC1OC
platinum_calyculin.fasta,COCC(C(O)C(O)C(=O)NCCC(C)c1nc(C=CCC2OC3(CC(O)C2C)OC(C(CC(O)C(C)C(O)C(C)C=C(C)C(C)=CC=CC(C)=CC#N)OC)C(OP(=O)(O)O)C3(C)C)co1)N(C)C
platinum_candicidin.fasta,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(O)CC(=O)c1ccc(N)cc1)CC(O)C2C(=O)O
platinum_capistruin.fasta,CCC(C)C(NC(=O)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C1CC(=O)NCC(=O)NC(C(C)O)C(=O)N2CCCC2C(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(C(C)O)C(=O)N2CCCC2C(=O)N1)C(C)C)C(=O)NC(CO)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O
platinum_Caprazamycin.fasta,COC1C(C)OC(OC(=O)CC(C)CC(=O)OC(CCCCCCCCC(C)C)CC(=O)OC2CN(C)C(C(OC3OC(CN)C(O)C3O)C3OC(n4ccc(=O)[nH]c4=O)C(O)C3O)C(=O)N(C)C2C(=O)O)C(OC)C1OC
platinum_capreomycin.fasta,CC1NC(=O)C(N)CNC(=O)C(C2CCNC(=N)N2)NC(=O)C(=CNC(N)=O)NC(=O)C(CNC(=O)CC(N)CCCN)NC1=O
platinum_carbpapenem_MM_4550.fasta,CC(=O)NC=C[S+]([O-])C1=C(C(=O)O)N2C(=O)C(C(C)OS(=O)(=O)[O-])C2C1
platinum_carnocyclin.fasta,CCC(C)C1NC(=O)CNC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(C(C)CC)NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(C(C)CC)NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(C(C)CC)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)NC(=O)CNC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(C(C)C)NC(=O)C(C(C)O)NC(=O)C(C(C)C)NC(=O)CNC(=O)CNC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)CNC(=O)C(C(C)C)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(C)NC(=O)C(CC(N)=O)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(C)NC1=O
platinum_carnolycin.fasta,C=C1NC(=O)C(NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(NC(=O)C(NC(=O)C(CCSC)NC(=O)C(NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C2CSC(C)C(NC(=O)C(=CC)NC(=O)C(Cc3ccccc3)NC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)CN)C(C)CC)C(=O)NC(=C)C(=O)N3CCCC3C(=O)NC(C)C(=O)N2)C(C)C)C(C)C)C(C)C)C(C)C)CSCC(C(=O)NC(C)C(=O)NC(C)C(=O)NCC(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C(=O)NC(C)C(=O)NCC(=O)NC(C)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC2CSCC(C(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)CC)NC(=O)C(C)NC2=O)C(C)CC)C(C)C)NC(=O)C(CCCCN)NC(=O)C(C)NC1=O
platinum_catenulipeptin.fasta,CCC(C)C1NC(=O)CNC(=O)C(NC(=O)C(Cc2cnc[nH]2)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)C2CSCC3(CC(NC(=O)C(CC(=O)O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C(Cc4cnc[nH]4)NC(=O)CN)C(=O)NCC(=O)NC(CC(C)C)C(=O)N3)C(=O)NC(C(C)C)C(=O)NC(C(C)O)C(=O)NCC(=O)N2)CC2(CSCC(C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC2=O)NC1=O
platinum_caulonodin.fasta,CSCCC(NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(NC(=O)CNC(=O)C1CCCN1C(=O)C1CCC(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)NC(C)C(=O)N2CCCC2C(=O)N1)C(C)C)C(=O)NCC(=O)O
platinum_caulosegnin.fasta,CCC(C)C(NC(=O)C(CCC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C1CCCN1C(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(C)NC(=O)C1CCC(=O)NCC(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)N1)C(C)C)C(=O)NC(CCC(N)=O)C(=O)NCC(=O)O
platinum_cephalosporin.fasta,CC1=C(C(=O)O)N2C(=O)C(NC(=O)CCCC(N)C(=O)O)C2SC1
platinum_cerecidin.fasta,CC=C(NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C1CSC(C)C(N)C(=O)NC(=CC)C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)N1)C(C)C)C(C)C)C(C)CC)C(C)CC)C(=O)NC(C(=O)NC1CSCC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(C(C)CC)NC(=O)C(CCCCN)NC(=O)C(C(C)CC)NC1=O)C(C)O
platinum_chalcomycin.fasta,COC1CC(C)OC(OC2C(C)C=CC(=O)OC(C)C(COC3OC(C)C(O)C(OC)C3OC)C3OC3C=CC(=O)C(C)(O)CC2C)C1O
platinum_chartreusin.fasta,COC1C(O)C(C)OC(OC2C(Oc3cccc4c(O)c5c(=O)oc6ccc(C)c7c(=O)oc(c34)c5c67)OC(C)C(O)C2O)C1O
platinum_chattamycin.fasta,COC1CC(OC2CC(OC3C(O)CC(OC4CC(c5ccc6c(c5O)C(=O)C5=C(C6=O)C6(O)C(OC7CC(OC)C(O)C(C)O7)C=C(C)CC6(O)C(OC(C)=O)C5O)OC(C)C4O)OC3C)OC(C)C2O)OC(C)C1O
platinum_chaxapeptin.fasta,CC(C)CC(NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(CO)NC(=O)C1CC(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC(CO)C(=O)NC(CCCCN)C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)N1)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O
platinum_chejuenolide.fasta,CC(=O)NC1C=C(C)C=CC(O)CC=C(C)C=CC(O)CC=C(C)C(=O)C1C
platinum_chelocardin.fasta,CC(=O)C1=C(O)C2(O)C(=O)c3c(c(C)c4ccc(C)c(O)c4c3O)CC2C(N)C1=O
platinum_chivosazol.fasta,CC1=CC(C)C(OC2OC(C)C(O)C(O)C2O)C=CC=Cc2coc(n2)C(C)C(O)CC(O)C=CC=CC=CC(C)C(C(C)C(O)CC(C)O)OC(=O)C=CC=CC=C1
platinum_chlorizidine_A.fasta,O=C1c2c(cc(O)c(C3CCc4cc(Cl)c(Cl)n43)c2O)-c2cc(Cl)c(Cl)n21
platinum_chloroeremomycin.fasta,CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(OC3CC(C)(N)C(O)C(C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O
platinum_chlorothricin.fasta,COc1ccc(Cl)c(C)c1C(=O)OC1CC(OC2C(O)CC(OC3CCCC4C3C=CC3CCCCC=CC5C=C(C(=O)O)C(C)CC56OC(=O)C(=C6O)OC(=O)C34C)OC2C)OC(C)C1O
platinum_chlortetracycline.fasta,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12
platinum_chondramide.fasta,COC1C(=O)OC(C)C(C)C=C(C)CC(C)C(=O)NC(C)C(=O)N(C)C(Cc2c(Cl)[nH]c3ccccc23)C(=O)NC1c1ccc(O)cc1
platinum_chondrochlorens.fasta,CCCCC(C)C(O)C(C)C(=O)C(C)=CC(OC)C(O)C(OC)C(=O)NC=Cc1ccc(O)c(Cl)c1
platinum_chromomycin.fasta,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(OC(C)=O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(OC(C)=O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1
platinum_chrysomycin.fasta,C=Cc1cc(OC)c2c(c1)c(=O)oc1c2cc(OC)c2c(O)ccc(C3OC(C)C(O)C(C)(O)C3O)c21
platinum_cichofactin.fasta,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)C(C)C
platinum_cinerubin.fasta,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC4OC5CC(=O)C(C)OC5OC4C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC
platinum_cinnabaramide.fasta,CCCCCCC1C(=O)NC2(C(O)C3C=CCCC3)C(=O)OC12C
platinum_cinnamycin.fasta,CC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C2NC(=O)C(Cc3ccccc3)NC(=O)C3CCCN3C(=O)CNC(=O)C(Cc3ccccc3)NC(=O)C3CNCCCCC(C(=O)O)NC(=O)C4NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(C(O)C(=O)O)NC(=O)C(CSCC(NC(=O)C(CCC(N)=O)NC(=O)C(CCCNC(=N)N)NC(=O)C(N)CSC4C)C(=O)NC(CSC2C)C(=O)N3)NC1=O
platinum_circularin.fasta,CCC(C)C1NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)O)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(C)NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)C)NC(=O)C(CC(N)=O)NC(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CCC(N)=O)NC(=O)C(C(C)C)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)CNC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C)NC(=O)C(C(C)CC)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CCC(N)=O)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCC(N)=O)NC(=O)C(C(C)C)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)CNC(=O)C(C(C)CC)NC(=O)C(C(C)O)NC(=O)C(CCSC)NC(=O)C(CC(C)C)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(C)NC(=O)CNC(=O)CNC(=O)C(CO)NC(=O)C(C)NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(C)NC(=O)C(C(C)CC)NC1=O
platinum_cladoniamide.fasta,COc1c2n(c3ccccc13)C1(O)C(=O)N(C)C(=O)C1(O)c1c-2[nH]c2ccc(Cl)cc12
platinum_clorobiocin.fasta,COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2Cl)OC1(C)C
platinum_coelibactin.fasta,CC1OC(c2ccccc2O)=NC1C1=NC(C2=NC(C(=O)O)CS2)CS1
platinum_coelichelin.fasta,CC(O)C(NC(=O)C(N)CCCN(O)C=O)C(=O)N(O)CCCC(NC(=O)C(N)CCCN(O)C=O)C(=O)O
platinum_coelimycin.fasta,CC=CC(=O)C1=CC(=C2C=CCCN2)SCC(NC(C)=O)C(=O)O1
platinum_colibactin.fasta,CCCCCCCCCCCCCC(=O)NC(CC(N)=O)C(=O)O
platinum_colistin.fasta,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O
platinum_collismycin_A.fasta,COc1cc(-c2ccccn2)nc(C=NO)c1SC
platinum_complestatin.fasta,CN1C(=O)C(c2cc(Cl)c(O)c(Cl)c2)NC(=O)C2NC(=O)C(c3cc(Cl)c(O)c(Cl)c3)NC(=O)C(NC(=O)C(=O)c3cc(Cl)c(O)c(Cl)c3)Cc3c[nH]c4cc(ccc34)-c3cc2cc(c3O)Oc2ccc(cc2)CC1C(=O)NC(C(=O)O)c1ccc(O)cc1
platinum_comX.fasta,CCC(C)C(NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)N1C(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)O)CC2(CC=C(C)CCC=C(C)C)c3ccccc3NC12
platinum_comX2.fasta,CCC(C)C(NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)N1C(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)O)CC2(CC=C(C)CCC=C(C)C)c3ccccc3NC12
platinum_comX3.fasta,CCC(C)C(NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)N1C(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)O)CC2(CC=C(C)CCC=C(C)C)c3ccccc3NC12
platinum_comX4.fasta,CCC(C)C(NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)N1C(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)O)CC2(CC=C(C)CCC=C(C)C)c3ccccc3NC12
platinum_concanamycin_A.fasta,CC=CC1OC(O)(C(C)C(O)C(C)C2OC(=O)C(OC)=CC(C)=CC(C)C(O)C(CC)C(O)C(C)CC(C)=CC=CC2OC)CC(OC2CC(O)C(OC(N)=O)C(C)O2)C1C
platinum_corallopyronin_A.fasta,CC=CCC=C(C)C(O)CCC(C)=CC=C(C)C(=O)c1c(O)cc(C(C)CCC=CNC(=O)OC)oc1=O
platinum_coronatine.fasta,CCC1C=C(C(=O)NC2(C(=O)O)CC2CC)C2CCC(=O)C2C1
platinum_coumermycin_A1.fasta,COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc2ccc3c(O)c(NC(=O)c4c[nH]c(C(=O)Nc5c(O)c6ccc(OC7OC(C)(C)C(OC)C(OC(=O)c8ccc(C)[nH]8)C7O)c(C)c6oc5=O)c4C)c(=O)oc3c2C)OC1(C)C
platinum_cremimycin.fasta,CCCCCCC1CC(=O)CCCC(O)CC(=O)C2=C(O)C(OC3CC(OC)C(O)C(C)O3)CC2C=C(C)C=CC=CC(=O)N1
platinum_crocacin.fasta,COC(C=Cc1ccccc1)C(C)C(OC)C(C)C=CC(C)=CC(=O)NCC=CCC=CC(=O)NCC(=O)O
platinum_cryptophycin.fasta,COc1ccc(CC2NC(=O)C=CCC(C(C)C3OC3c3ccccc3)OC(=O)C(CC(C)C)OC(=O)C(C)CNC2=O)cc1Cl
platinum_cuevaene.fasta,COC(C=CC(=O)O)=CC(C)=CC1CCCc2c1oc1ccc(O)cc21
platinum_cupriachelin.fasta,CCCCCCCCCC(=O)NC(C(=O)NC(CCN)C(=O)NC(C(=O)NCC(=O)NC(CCCN(O)C(=O)CC(C)O)C(=O)O)C(O)C(=O)O)C(O)C(=O)O
platinum_curacin.fasta,C=CCC(CCC(C)=CC=CCCC=Cc1csc(C2CC2C)n1)OC
platinum_cyanopeptolin.fasta,CCCCCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CCCNC(=N)N)C(=O)NC2CCC(O)N(C2=O)C(CC(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)OC1C
platinum_cyclizidine.fasta,CC(=CC=CCCO)CC1C(O)C(C)(O)C2C(O)C(Cl)CCN12
platinum_cycloheximide.fasta,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1
platinum_cyclomarin.fasta,COC(c1ccccc1)C1NC(=O)C(C)NC(=O)C(CC(C)CO)NC(=O)C(C(O)c2cn(C(C)(C)C3CO3)c3ccccc23)NC(=O)C(C(C)C=C(C)C)NC(=O)C(CC(C)C)N(C)C(=O)C(C(C)C)NC1=O
platinum_cyclothiazomycin.fasta,C=C1NC(=O)C2CSC(=N2)c2csc(n2)-c2ccc3c(n2)C(C)NC(=O)C2CCCN2C(=O)C(=CC)NC(=O)CNC(=O)C(C(C)O)NC(=O)C(C)(NC(=O)C(=CC)NC(=O)C2CSC(=N2)C(CC(N)=O)NC3=O)SCC(C(=O)O)NC(=O)C2CSC(=N2)c2csc(n2)-c2csc1n2
platinum_CycloWW2m.fasta,CN1C(=O)C(Cc2c[nH]c3ccccc23)N(C)C(=O)C1Cc1c[nH]c2ccccc12
platinum_cylindrocyclophane.fasta,CCCCC1CCCCC(C)C(O)c2cc(O)c(c(O)c2)C(CCCC)CCCCC(C)C(O)c2cc(O)c1c(O)c2
platinum_cylindrospermopsin.fasta,CC1C(OS(=O)(=O)O)CC2CC(C(O)c3cc(=O)[nH]c(=O)[nH]3)NC3=NCC1N32
platinum_cypemycin.fasta,CC=C(NC(=O)C(CO)NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(NC(=O)C(=CC)NC(=O)C1CCCN1C(=O)C(=CC)NC(=O)C(C)NC(=O)C1CCCN1C(=O)C(=CC)NC(=O)C(C)N(C)C)C(C)C)C(C)C)C(C)CC)C(=O)NC(C(=O)NC1CSC=CNC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC1=O)C(C)CC
platinum_cystomanamide.fasta,CC(C)CCCCCC(N)CC(=O)NC(CC(N)=O)C(=O)NC(C(=O)NC(C(=O)O)C(O)c1ccccc1)C(O)C(N)=O
platinum_cystothiazole_A.fasta,COC(=O)C=C(OC)C(C)C(C=Cc1csc(-c2csc(C(C)C)n2)n1)OC
platinum_cytolysin.fasta,CC=C(NC(=O)C(Cc1ccccc1)NC(=O)C1CSC(C)C(N)C(=O)NC(=CC)C(=O)N2CCCC2C(=O)NC(C)C(=O)N1)C(=O)NC(C(=O)NCC(=O)NC(CC(C)C)C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC1CSCC(C(=O)O)NC(=O)C(Cc2ccccc2)NC(=O)C(CCCCN)NC(=O)C(C)NC1=O)C(C)C)C(C)CC
platinum_d-cycloserine.fasta,NC1CONC1=O
platinum_dactylocycline.fasta,COc1cc(O)c2c(c1Cl)C(C)(OC1CC(C)(O)C(OC)C(C)O1)C1CC3(O)C(N(C)C)C(O)C(C(N)=O)C(=O)C3(O)C(O)C1C2=O
platinum_Dapdiamides.fasta,CC(C)C(NC(=O)C(N)CNC(=O)C=CC(N)=O)C(=O)O
platinum_daptomycin.fasta,CCCCCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NCC(=O)NC(CCCN)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC(C(C)CC(=O)O)C(=O)NC(CC(=O)c2ccccc2N)C(=O)OC1C
platinum_daunorubicin.fasta,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1
platinum_dehydrophos.fasta,C=C(NC(=O)C(CC(C)C)NC(=O)CN)P(=O)(O)OC
platinum_delftibactin.fasta,CC=C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(C)C(O)C(C)N)C(O)C(=O)O)C(C)O)C(=O)NC(CCCN(O)C=O)C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)NC1CCCN(O)C1=O
platinum_depsidomycin.fasta,CCC(C)C(NC=O)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)N2NCCCC2C(=O)NC(CC(C)C)C(=O)N2NCCCC2C(=O)OC1C
platinum_diaphorin.fasta,C=C1CC(OC)(C(O)C(=O)NC(O)C2CC(O)C(C)(C)C(CC(O)CO)O2)OC(C)C1C
platinum_difficidin.fasta,C=CC=C(C)CCC1CC=CC=C(C)C(OP(=O)(O)O)CCCC=CC=CC=CCC(C)C(=C)CC(=O)O1
platinum_disorazole.fasta,CC=CC(O)C(C)(C)C1CC=CC=CC=CC(OC)Cc2nc(co2)C(=O)OC(C(C)(C)C(O)C=CC)CC=CC2OC2C=CC=Cc2nc(co2)C(=O)O1
platinum_divergolide.fasta,CCC1C=CC(O)C(C=C(C)C)OC(=O)C2(C)C=CC(=O)Nc3c2c(O)c2c(c(O)c(C)cc2c3O)C(=O)C1
platinum_doxorubicin.fasta,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1
platinum_dynemicin.fasta,COC1=C(C(=O)O)C(C)C23OC24c2cc(O)c5c(c2NC3C#CC=CC#CC14)C(=O)c1c(O)ccc(O)c1C5=O
platinum_ebelactone.fasta,CCC(C)C(O)C(C)C(=O)C(C)C=C(C)CC(C)C1OC(=O)C1C
platinum_echinomycin.fasta,CSC1SCC2C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c3cnc4ccccc4n3)C(=O)NC(C)C(=O)N(C)C1C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c1cnc3ccccc3n1)C(=O)NC(C)C(=O)N2C
platinum_eco-02301.fasta,CC(C=CCCC=CC=CC=CC=CC(=O)NC1=C(O)CCC1=O)C(O)C(C)C(O)C=CC=CC=CC=CC=CCC(OC1OC(C)C(O)C(O)C1O)C(C)C(=O)CC(O)CC(O)CC(O)C=CCC(O)CC(O)CC(O)CC(O)C=CCC(O)CC(O)CCCN
platinum_elansolid.fasta,CC1=CCC(O)C(C)C(O)C=CC=CC=CC2C(C)=CC3C(C2C(c2ccc(O)cc2)OC(=O)C=C1)C(C)(C)CC3(C)O
platinum_elloramycin.fasta,COC(=O)c1c(OC2OC(OC)C(OC)C(OC)C2C)cc2cc3c(c(O)c2c1C)C(=O)C1(OC)C(=O)C=C(OC)C(O)C1(O)C3=O
platinum_enacyloxin.fasta,CCC=CC(OC(N)=O)C(Cl)C(O)CC(=O)C(O)C(O)C(C)C(Cl)=CC=CC=C(C)C=CC=CC(=O)OC1CC(C(=O)O)CCC1O
platinum_enduracidin.fasta,CC(C)CCCCC=CC=CC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(c2ccc(O)cc2)C(=O)NC(CCCN)C(=O)NC(C(C)O)C(=O)NC(c2ccc(O)cc2)C(=O)NC(c2ccc(O)cc2)C(=O)NC(C(C)O)C(=O)NC(CCCCC(N)=O)C(=O)NC(CC2CNC(=N)N2)C(=O)NC(c2ccc(O)cc2)C(=O)NC(CO)C(=O)NC(c2cc(Cl)c(O)c(Cl)c2)C(=O)NCC(=O)NC(CC2CNC(=N)N2)C(=O)NC(C)C(=O)NC(c2ccc(O)cc2)C(=O)OC1C
platinum_enterobactin.fasta,O=C(NC1COC(=O)C(NC(=O)c2cccc(O)c2O)COC(=O)C(NC(=O)c2cccc(O)c2O)COC1=O)c1cccc(O)c1O
